"연령구분","전체",2015.05,2015.05,2015.05,2015.05,2015.05,2015.05,2015.05,2016.05,2016.05,2016.05,2016.05,2016.05,2016.05,2016.05,2017.05,2017.05,2017.05,2017.05,2017.05,2017.05,2017.05,2018.05,2018.05,2018.05,2018.05,2018.05,2018.05,2018.05,2019.05,2019.05,2019.05,2019.05,2019.05,2019.05,2019.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2021.05,2021.05,2021.05,2021.05,2021.05,2021.05,2021.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05,2025.05
"연령구분","전체",3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간,3개월 미만,3~6개월 미만,6개월~1년 미만,1~2년 미만,2~3년 미만,3년 이상,첫 취업 평균소요기간
"15~29세","전체",1950,497,341,440,236,325,10,1998,511,355,420,283,343,10,2006,542,352,465,258,389,11,2011,487,438,468,282,368,11,2015,522,405,476,266,387,11,1950,532,449,471,251,309,10,1874,556,470,464,267,323,10,1967,482,409,528,275,358,11,1890,457,420,507,267,324,10,1750,412,406,491,255,357,12,1608,400,401,496,257,346,11
