"고용형태","연령",2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023,2024,2024,2024,2025,2025,2025
"고용형태","연령",시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원),시간당임금총액 (원),월임금총액 (천원),월급여액 (천원)
"전체근로자","29세이하",11134,1869,1718,11674,1942,1786,12179,1979,1830,13935,2116,1960,14917,2222,2066,13899,2221,2076,14230,2265,2132,16248,2471,2302,16625,2580,2397,17997,2601,2438,18637,2691,2521
