"연령구분","성별",2015.05,2015.05,2015.05,2016.05,2016.05,2016.05,2017.05,2017.05,2017.05,2018.05,2018.05,2018.05,2019.05,2019.05,2019.05,2020.05,2020.05,2020.05,2021.05,2021.05,2021.05,2022.05,2022.05,2022.05,2023.05,2023.05,2023.05,2024.05,2024.05,2024.05,2025.05,2025.05,2025.05
"연령구분","성별",청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음,청년층 비경제활동인구 전체,취업시험 준비하였음,취업시험 준비하지 않았음
"15~29세","전체",5099,622,4475,5004,644,4356,4892,699,4191,4789,626,4162,4683,714,3968,4738,804,3934,4488,859,3630,4170,704,3466,4164,634,3530,4066,565,3501,4030,585,3445
